texto,calificacion,tipo_lugar,fuente,fecha,lugar,polaridad
Un espacio diseñado para compartir el arte y mantener encendida la llama de los que creemos que ver el mundo a través del arte es el consuelo que nos queda.,5.0,museo,google_maps,Hace 4 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Excelente museo y la obra de Picasso, genial!",5.0,museo,google_maps,Hace 4 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Sólo encontramos progreso en el arte, la ciencia y el bien Después de mi graduación de la ucr me fui a celebrar al museo, que existan siempre estos espacios que dan vida y salud emocional",5.0,museo,google_maps,Hace 2 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
Muy interesante las exposiciones de arte y la permanente del Dr.,5.0,museo,google_maps,Hace un año,Museo Dr. Rafael Angel Calderón Guardia,positiva
Muy bonito y con una guía increíblemente educada,5.0,museo,google_maps,Hace 7 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
Muy interesante porque se explica la historia del hospital Calderón Guardia...,5.0,museo,google_maps,Hace 3 años,Museo Dr. Rafael Angel Calderón Guardia,positiva
Bellísima la exposición de Lola Fernández! Obras desde 1948...,5.0,museo,google_maps,Hace 7 meses,Museo Dr. Rafael Angel Calderón Guardia,positiva
Espacio valioso para conocer un poco de la historia de Costa Rica.,5.0,museo,google_maps,Hace 3 meses,Museo Dr. Rafael Angel Calderón Guardia,positiva
"Fuimos Durante fin de semana. Habian muchas salas cerradas y ahora cada sala viene supervisada con un guia. Es incomodo porque no se pueden ver las cosas sin sentirse constantemente vigilado y la magia que sentia cuando iba de Niña totalmente de disipo. Habian cosas rotas, el lugar olia a humedad y había falta mantenimiento. Los animalitos con agua super sucia. Super pequeño muchas cosas de antes las quitaron. Recuerdo Que hace 4 años fui y pude ingresar al area penitenciaria sin pagar doble; ahora cobran tres mil por esa area y otros tres mil por el museo. no volvere la verdad. Adjunto imagenes (hay cosas lindas pero en comparación a años atrás ahora está en ruinas).",1.0,museo,google_maps,Hace un mes,Museo de los Niños Costa Rica,negativa
"Hoy fuimos a visitar Tierra de gigantes y definitivamente fue una aventura maravillosa para nuestros hijos, el personal cuida cada detalle del tour, toda la decoración, colores, sonidos impecables, los dinosaurios imponentes y los chicos super felices, al finalizar esa actividad es permitido hacer el recorrido habitual del museo y como siempre todo muy lindo y educativo.",5.0,museo,google_maps,Hace un mes,Museo de los Niños Costa Rica,positiva
"Que emoción!!. Cuando llegamos a la taquilla nos enteramos que para los adultos mayores de 65 años, la entrada es gratuita. Efectivamente disfrutamos como niños. Este museo se acondicionó en la antigua penitenciaría de San José, cerrada en 1979. Tiene muchas salas interactivas para que toda la familia aprenda de muchos temas y pase momentos muy agradables; en especial estimula el desarrollo científico de los niños. Cuenta también con restaurante para tomar un café o para almorzar y una tienda para comprar lindos recuerdos.",5.0,museo,google_maps,Hace 10 meses,Museo de los Niños Costa Rica,positiva
"Es un espacio didáctico y de diversión sana pensado no solo para los niños, sino para la familia. Me pareció un viaje de aprendizaje completo en cada una de sus salas, el día que fuimos tenían cuenta cuentos y actividades de manualidades",4.0,museo,google_maps,Hace 4 meses,Museo de los Niños Costa Rica,positiva
Muy bonita la experiencia un lugar único y mágico para los niños que uno no debería dejar pasar para que conozcan y aprendan mucho de todo lo que ofrecen y se entretengan mucho y pasen un Día muy Feliz muy bonita la atención de todos los muchachos que trabajan en el museo y te informan sobre cada habitación que ingresas Bendiciones,5.0,museo,google_maps,Editado Hace 5 meses,Museo de los Niños Costa Rica,positiva
"Mis amigxs ticxs no me recomendaban ir pero la verdad que a mi me encantó! Tiene muchas salas con temáticas diferentes (espacio, tierra, cuerpo humano, historia, amimales…) y todas son muy interactivas. Recuerdo un simulador de terremotos muy cool! También tiene una parte del museo que enseña el uso anterior del edificio, el museo penitenciario. Está enfocado a los niño pero personalmente me gusto mucho y volvería!",5.0,museo,google_maps,Hace 7 meses,Museo de los Niños Costa Rica,positiva
"Es un bonito museo con elementos muy interesantes sobre la ciencia pero también algunos elementos culturales de Costa Rica como historia y costumbres enfocado al visitante infantil pero también con muchas cosas interesantes para los adultos... con el pago de este museo se incluye la visita al otro museo Penitenciario, que es parte del mismo edificio y la Galería Nacional",5.0,museo,google_maps,Hace 7 meses,Museo de los Niños Costa Rica,positiva
"En realidad es un museo bastante entretenido tiene muchas cosas y nos invita a ser niños de nuevo.... Peeeroo como todos saben los alrededores estan llenos de indigentes drogadictos y hay muy cerca ventas de droga, a parte que desde que usted entra se siente esa vibra muy fea, por lo que no me parece que sea bueno llevar a los niños a una antigua penitenciaria donde pasaron cosas tan feas y donde los alrededores no son aptos para que los niños vean, aparte de que si se quiere llegar en bus deben pasar con los niños por todo ese ambiente nocivo y peligroso hasta para un adulto. No se!! Preferiría que lo trasladaran a un lugar mas apto para niños donde haya un parque y no se vea tanta decadencia y hacer que ese edificio vuelva a ser para lo que se construyó una cárcel o un lugar de rehabilitación.",1.0,museo,google_maps,Hace un mes,Museo de los Niños Costa Rica,negativa
"Sitio interesante de visitar, con exhibiciones variadas y llamativas. Diversidad en los temas y presentaciones, así como espacioso y cómodo en general. Ciertamente, algunas exhibiciones podrían estar mejor cuidadas, con mejor mantenimiento y algunas necesitan evidente remozo y rejuvenecimiento, actualizaciones requeridas e incorporación de nuevas temáticas. En general, vale la pena la visita.",4.0,museo,google_maps,Hace un mes,Museo de los Niños Costa Rica,positiva
"Un lugar con amplias temáticas, interactivo e interesante para chicos y grandes. Algunos equipos no están en funcionamiento, Pero los guías de cada espacio hacen la vistia agradable.",5.0,museo,google_maps,Hace 11 meses,Museo de los Niños Costa Rica,positiva
"Un día para recorrer pasillos y encontrar áreas divertidas, auque sea dedicado a los niños quienes disfrutan cada centímetro del lugar para uno adulto disfruta con los chicos tal cual fuese un niño. muy lindo el lugar, amplio y con secciones dedicadas a que aprendas por montones.",5.0,museo,google_maps,Hace 11 meses,Museo de los Niños Costa Rica,positiva
Un lugar muy lindo p llevar a los pequeños a conocer,5.0,museo,google_maps,Hace 4 meses,Museo de los Niños Costa Rica,positiva
"Esta bastante deteriorado. Algunas atracciones estan cerradas, otras no funcionan y la mitad de las pantallas y actividades no sirven. El museo es lindo y amplio. Un poco desordenada la ruta pero es diferente e interesante para los niños. Si le hace falta su cariñito.",3.0,museo,google_maps,Hace 3 meses,Museo de los Niños Costa Rica,neutral
"Muy entretenido pero para la primera vez porque se vuelve muy repetitivo todo lo que tienen, no agregan cosas nuevas seguidos y además ahí asustan yo he visto al Franklin Chan que estaba ahí moverse y se ven fantasmas de la carcel antigua, además en la parte del dentista la boca me majo el dedo, y creo que un día se salió una serpiente y andaba por ahí suelta",2.0,museo,google_maps,Hace una semana,Museo de los Niños Costa Rica,negativa
"Visité el museo de los niños en compañía de mi hija y familiares, con gran ilusión. Sin embargo, al llegar nos decepcionamos, ya que el lugar se encuentra con poco mantenimiento y descuidado. Es una verdadera lástima que las diferentes alas didácticas para los niños no cuenten con el aseo adecuado ni las funcionalidades de las salas. Las entradas se pueden adquirir en la boletería y cuenta con el servicio de restaurante donde se puede almorzar con los niños pequeños.",4.0,museo,google_maps,Hace 7 meses,Museo de los Niños Costa Rica,positiva
"Un lugar muy bonito, muy bien acondicionado. Pero le faltan algunos detalles ya en algunas atracciones, necesita más cuidado y mantenimiento. Fui un día miércoles, no había casi nadie y realmente el personal del museo hasta como que obligados estuvieran... La parte de la historia y el museo penitenciario muy bueno! Al final lo disfrutamos pero recordemos que es para los niños, más animo al personal del lugar en el museo les hace falta!",4.0,museo,google_maps,Hace un año,Museo de los Niños Costa Rica,positiva
"Estuve aquí 3 horas, el último día de mi estancia por San José, Costa Rica, el museo contiene información muy interesante, aunque alguna un poco desactualizada, vale la pena visitarlo. A la fecha que lo visité la entrada está en $3,000 Colones. Recomiendo ir todo el día, te divertirás mucho tanto para niños y adultos. Saludos, un usuario de México.",5.0,museo,google_maps,Hace un año,Museo de los Niños Costa Rica,positiva
"Un maravilloso lugar para compartir con la familia, los niños especialmente se divierten más, mientas aprenden!!! Muy bonita la decoración navideña.",5.0,museo,google_maps,Hace 7 meses,Museo de los Niños Costa Rica,positiva
"El lugar está muy viejo y necesita que arreglen los actividades interactivas xq la mayoría no funcionan, el personal es sumamente amable y simpático",3.0,museo,google_maps,Hace 9 meses,Museo de los Niños Costa Rica,neutral
"Hermoso lugar, con amplios espacios y una diversidad enorme de actividades, aprendizaje, interacción y mucho más. Muy recomendado para grandes y pequeños.",5.0,museo,google_maps,Hace 5 meses,Museo de los Niños Costa Rica,positiva
"Es muy grande y entretenido… pero, faltaban muchos guías en las salas interactivas, por ende no se entendía de qué trataban, varias estaban cerradas… y muchas cosas no funcionaban, deberían de darle mantenimiento a esas cosas.. porque los niños y niñas no sabían cuál era la función de las cosas.",4.0,museo,google_maps,Hace un año,Museo de los Niños Costa Rica,positiva
"La verdad esta demasiado lindo a los chicos les encantó, esta barato y se hace bastante, adentro tienen pizzeria y dulcera, incluso una soda (restaurante pequeño). Hay mucho que ver. Lo único que no me pareció fue el costo del parqueo, 1000 colones la hora ya ha iendo pagado entradas no me parece bien, al menos 750 al enseñar la entrada de ese día staria mejor.",5.0,museo,google_maps,Hace un año,Museo de los Niños Costa Rica,positiva
"Es un lugar muy bonito, en donde aprende un poco de historia de lo que pasó en centro penitenciario y para los niños aprenden mucho.",5.0,museo,google_maps,Hace 5 meses,Museo de los Niños Costa Rica,positiva
"Es una experiencia super linda para los niños y para los adultos y está súper cerca en san José atrás de la parada delos caribeños el pase de entrada es de 2500 por persona pero hay atracción super linda dinosaurios hay elicopteros,aviones están las celdas donde estuvieron encerrados los presos y sus historias hay muchas cosas para los niños hay lugares para comer un almuerzo y para comer palomitas y churros un lugar para pasar un día diferente.habren las 8:30 cierran 4:30 entre semana,sábados y domingos de 9ama5pm que Dios los bendiga y que disfruten.",5.0,museo,google_maps,Hace un año,Museo de los Niños Costa Rica,positiva
"Excelente lugar, super amable el personal y muy interactivas las dinámicas. Hermosos visuales y decoración. Probé el canopy también, muy buena experiencia. Me encantó la casa de espejos. Un lugar que resalta la cultura de Costa Rica y su rica historia.",5.0,museo,google_maps,Fecha de edición: Hace un año,Museo de los Niños Costa Rica,positiva
"Fui de noche con mi hijo a un recorrido iluminado, ¢1.000 de entrada c/u. Pequeño pero hermoso. No había mucho para comer en el lugar y se hacen largas filas de espera para entrar. Recomiendo llegar mínimo 30min antes de la hora, llevar merienda para antes de ingresar e ir muy bien abrigados.",5.0,museo,google_maps,Fecha de edición: Hace 3 años,Museo de los Niños Costa Rica,positiva
"El lugar es genial para pasar un día entretenido, se necesita todo el día para poder disfrutar de todo el lugar, los niños disfrutan mucho, hay áreas de snaks.",5.0,museo,google_maps,Hace un año,Museo de los Niños Costa Rica,positiva
